distinct_values,count,column_name
22408,15,LatestAgencyD_01
22412,339,LatestAgencyD_01
22413,191,LatestAgencyD_01
22414,162,LatestAgencyD_01
22419,1,LatestAgencyD_01
22421,546,LatestAgencyD_01
22423,480,LatestAgencyD_01
22427,4,LatestAgencyD_01
22428,10,LatestAgencyD_01
22430,589,LatestAgencyD_01
22431,1912,LatestAgencyD_01
22433,1,LatestAgencyD_01
22434,7,LatestAgencyD_01
22436,4,LatestAgencyD_01
22437,2,LatestAgencyD_01
22440,17,LatestAgencyD_01
22442,4,LatestAgencyD_01
22444,9,LatestAgencyD_01
22450,2256,LatestAgencyD_01
22451,6,LatestAgencyD_01
22454,13,LatestAgencyD_01
22458,3,LatestAgencyD_01
22459,4,LatestAgencyD_01
22460,19,LatestAgencyD_01
22464,261,LatestAgencyD_01
22466,30,LatestAgencyD_01
22469,8,LatestAgencyD_01
22470,1,LatestAgencyD_01
22471,868,LatestAgencyD_01
22472,44,LatestAgencyD_01
22473,6,LatestAgencyD_01
22480,521,LatestAgencyD_01
22482,5,LatestAgencyD_01
22483,18,LatestAgencyD_01
22484,1,LatestAgencyD_01
22485,156,LatestAgencyD_01
22491,5,LatestAgencyD_01
22496,6,LatestAgencyD_01
22497,210,LatestAgencyD_01
22500,20,LatestAgencyD_01
22501,572,LatestAgencyD_01
22502,1,LatestAgencyD_01
22507,1097,LatestAgencyD_01
22509,1,LatestAgencyD_01
22512,656,LatestAgencyD_01
22513,1,LatestAgencyD_01
22516,26,LatestAgencyD_01
22522,168,LatestAgencyD_01
22524,2,LatestAgencyD_01
22525,115,LatestAgencyD_01
22526,516,LatestAgencyD_01
22535,1,LatestAgencyD_01
22537,3,LatestAgencyD_01
22539,2,LatestAgencyD_01
22540,204,LatestAgencyD_01
22542,18,LatestAgencyD_01
22546,165,LatestAgencyD_01
22548,660,LatestAgencyD_01
22549,8,LatestAgencyD_01
22552,29,LatestAgencyD_01
22553,251,LatestAgencyD_01
22554,84,LatestAgencyD_01
22555,13,LatestAgencyD_01
22556,69,LatestAgencyD_01
22558,71,LatestAgencyD_01
22559,6,LatestAgencyD_01
22560,684,LatestAgencyD_01
22564,129,LatestAgencyD_01
22566,535,LatestAgencyD_01
22570,24,LatestAgencyD_01
22571,116,LatestAgencyD_01
22572,25,LatestAgencyD_01
22575,44,LatestAgencyD_01
22576,1,LatestAgencyD_01
22577,65,LatestAgencyD_01
22578,474,LatestAgencyD_01
22580,1076,LatestAgencyD_01
22581,3,LatestAgencyD_01
22582,1,LatestAgencyD_01
22584,166,LatestAgencyD_01
22587,2,LatestAgencyD_01
22590,57,LatestAgencyD_01
22591,10,LatestAgencyD_01
22594,4,LatestAgencyD_01
22596,363,LatestAgencyD_01
22598,707,LatestAgencyD_01
22599,396,LatestAgencyD_01
22600,8,LatestAgencyD_01
22601,1362,LatestAgencyD_01
22602,10,LatestAgencyD_01
22606,77,LatestAgencyD_01
22608,9,LatestAgencyD_01
22610,15,LatestAgencyD_01
22611,132,LatestAgencyD_01
22612,139,LatestAgencyD_01
22614,16,LatestAgencyD_01
22615,20,LatestAgencyD_01
22617,21,LatestAgencyD_01
22623,84,LatestAgencyD_01
22626,3,LatestAgencyD_01
22630,8,LatestAgencyD_01
22632,335,LatestAgencyD_01
22633,703,LatestAgencyD_01
22634,2,LatestAgencyD_01
22635,291,LatestAgencyD_01
22636,2,LatestAgencyD_01
22641,2,LatestAgencyD_01
22642,2,LatestAgencyD_01
22643,3,LatestAgencyD_01
22644,52,LatestAgencyD_01
22647,3,LatestAgencyD_01
22648,6,LatestAgencyD_01
22649,42,LatestAgencyD_01
22651,16,LatestAgencyD_01
22654,3,LatestAgencyD_01
22655,6,LatestAgencyD_01
22657,3,LatestAgencyD_01
22659,13,LatestAgencyD_01
22660,8,LatestAgencyD_01
22662,15,LatestAgencyD_01
22666,83,LatestAgencyD_01
22669,15,LatestAgencyD_01
22670,38,LatestAgencyD_01
22671,4,LatestAgencyD_01
22672,191,LatestAgencyD_01
22677,7,LatestAgencyD_01
22678,3,LatestAgencyD_01
22679,6,LatestAgencyD_01
22680,10,LatestAgencyD_01
22681,73,LatestAgencyD_01
22684,51,LatestAgencyD_01
22685,16,LatestAgencyD_01
22687,28,LatestAgencyD_01
22688,26,LatestAgencyD_01
22689,60,LatestAgencyD_01
22690,4,LatestAgencyD_01
22692,594,LatestAgencyD_01
22698,6,LatestAgencyD_01
22702,11,LatestAgencyD_01
22706,2335,LatestAgencyD_01
22707,8,LatestAgencyD_01
22708,638,LatestAgencyD_01
22711,93,LatestAgencyD_01
22712,324,LatestAgencyD_01
22713,139,LatestAgencyD_01
22714,2,LatestAgencyD_01
22715,9,LatestAgencyD_01
22716,64,LatestAgencyD_01
22721,21,LatestAgencyD_01
22723,36,LatestAgencyD_01
22724,55,LatestAgencyD_01
22725,51,LatestAgencyD_01
22726,15,LatestAgencyD_01
22727,766,LatestAgencyD_01
22728,154,LatestAgencyD_01
22731,1567,LatestAgencyD_01
22732,1911,LatestAgencyD_01
22734,40,LatestAgencyD_01
22735,378,LatestAgencyD_01
22737,5,LatestAgencyD_01
22739,9,LatestAgencyD_01
22742,321,LatestAgencyD_01
22743,13,LatestAgencyD_01
22749,23,LatestAgencyD_01
22750,4,LatestAgencyD_01
22751,1270,LatestAgencyD_01
22759,82,LatestAgencyD_01
22760,68,LatestAgencyD_01
22761,40,LatestAgencyD_01
22764,218,LatestAgencyD_01
22766,52,LatestAgencyD_01
22768,76,LatestAgencyD_01
22773,1582,LatestAgencyD_01
22776,1528,LatestAgencyD_01
22779,11,LatestAgencyD_01
22780,24,LatestAgencyD_01
22781,62,LatestAgencyD_01
22783,41,LatestAgencyD_01
22785,10,LatestAgencyD_01
22792,303,LatestAgencyD_01
22796,37,LatestAgencyD_01
22798,79,LatestAgencyD_01
22803,417,LatestAgencyD_01
22806,44,LatestAgencyD_01
22808,9,LatestAgencyD_01
22810,7,LatestAgencyD_01
22812,4,LatestAgencyD_01
22813,1,LatestAgencyD_01
22815,2,LatestAgencyD_01
22822,6,LatestAgencyD_01
22824,2,LatestAgencyD_01
22827,14,LatestAgencyD_01
22828,4,LatestAgencyD_01
22831,26,LatestAgencyD_01
22833,127,LatestAgencyD_01
22834,24,LatestAgencyD_01
22836,25,LatestAgencyD_01
22838,36,LatestAgencyD_01
22839,38,LatestAgencyD_01
22840,47,LatestAgencyD_01
22841,13,LatestAgencyD_01
22844,66,LatestAgencyD_01
22845,1,LatestAgencyD_01
22846,70,LatestAgencyD_01
22848,24,LatestAgencyD_01
22850,17,LatestAgencyD_01
22851,35,LatestAgencyD_01
22852,19,LatestAgencyD_01
22853,17,LatestAgencyD_01
22854,73,LatestAgencyD_01
22855,55,LatestAgencyD_01
22857,23,LatestAgencyD_01
22860,4,LatestAgencyD_01
22861,8,LatestAgencyD_01
22862,25,LatestAgencyD_01
22864,16,LatestAgencyD_01
22867,10,LatestAgencyD_01
22869,4,LatestAgencyD_01
22872,14,LatestAgencyD_01
22874,11,LatestAgencyD_01
22875,6,LatestAgencyD_01
22876,16,LatestAgencyD_01
22878,1,LatestAgencyD_01
22881,3,LatestAgencyD_01
22882,1,LatestAgencyD_01
22891,35,LatestAgencyD_01
22892,17,LatestAgencyD_01
22893,6,LatestAgencyD_01
22895,111,LatestAgencyD_01
22899,9,LatestAgencyD_01
22903,1,LatestAgencyD_01
22905,101,LatestAgencyD_01
22908,16,LatestAgencyD_01
22909,13,LatestAgencyD_01
22910,2,LatestAgencyD_01
22911,61,LatestAgencyD_01
22914,7,LatestAgencyD_01
22916,479,LatestAgencyD_01
22918,1,LatestAgencyD_01
22919,191,LatestAgencyD_01
22920,88,LatestAgencyD_01
22921,5,LatestAgencyD_01
22923,1,LatestAgencyD_01
22924,14,LatestAgencyD_01
22925,323,LatestAgencyD_01
22926,949,LatestAgencyD_01
22927,109,LatestAgencyD_01
22928,454,LatestAgencyD_01
22929,675,LatestAgencyD_01
22930,10,LatestAgencyD_01
22932,173,LatestAgencyD_01
22933,661,LatestAgencyD_01
22934,421,LatestAgencyD_01
22935,1114,LatestAgencyD_01
22937,275,LatestAgencyD_01
22938,50,LatestAgencyD_01
22939,7,LatestAgencyD_01
22940,44,LatestAgencyD_01
22941,1,LatestAgencyD_01
22943,572,LatestAgencyD_01
22944,108,LatestAgencyD_01
22946,1347,LatestAgencyD_01
22947,1,LatestAgencyD_01
22948,14,LatestAgencyD_01
22949,6323,LatestAgencyD_01
22953,2360,LatestAgencyD_01
22954,152,LatestAgencyD_01
22955,16,LatestAgencyD_01
22956,5,LatestAgencyD_01
22957,117,LatestAgencyD_01
22958,379,LatestAgencyD_01
22961,1639,LatestAgencyD_01
22963,5,LatestAgencyD_01
22964,46,LatestAgencyD_01
22965,5,LatestAgencyD_01
22966,181,LatestAgencyD_01
22968,83,LatestAgencyD_01
22969,1,LatestAgencyD_01
22970,4,LatestAgencyD_01
22971,119,LatestAgencyD_01
22972,369,LatestAgencyD_01
22974,4,LatestAgencyD_01
22975,27,LatestAgencyD_01
22976,17,LatestAgencyD_01
22977,4,LatestAgencyD_01
22978,21,LatestAgencyD_01
22979,33,LatestAgencyD_01
22985,274,LatestAgencyD_01
22986,25,LatestAgencyD_01
22987,115,LatestAgencyD_01
22988,120,LatestAgencyD_01
22990,630,LatestAgencyD_01
22993,410,LatestAgencyD_01
22996,1,LatestAgencyD_01
22997,3,LatestAgencyD_01
22998,3,LatestAgencyD_01
22999,411,LatestAgencyD_01
23001,56,LatestAgencyD_01
23002,1,LatestAgencyD_01
23003,11,LatestAgencyD_01
23004,9,LatestAgencyD_01
23005,6,LatestAgencyD_01
23007,103,LatestAgencyD_01
23008,10,LatestAgencyD_01
23011,7,LatestAgencyD_01
23012,4,LatestAgencyD_01
23017,1,LatestAgencyD_01
23020,9,LatestAgencyD_01
23022,3,LatestAgencyD_01
23024,1,LatestAgencyD_01
23025,49,LatestAgencyD_01
23026,1,LatestAgencyD_01
23028,60,LatestAgencyD_01
23032,6,LatestAgencyD_01
23033,4,LatestAgencyD_01
23034,11,LatestAgencyD_01
23035,9,LatestAgencyD_01
23039,6,LatestAgencyD_01
23040,10,LatestAgencyD_01
23041,7,LatestAgencyD_01
23042,1,LatestAgencyD_01
23043,1,LatestAgencyD_01
23044,42,LatestAgencyD_01
23045,216,LatestAgencyD_01
23046,11,LatestAgencyD_01
23048,7,LatestAgencyD_01
23050,8,LatestAgencyD_01
23052,18,LatestAgencyD_01
23053,1,LatestAgencyD_01
23057,1,LatestAgencyD_01
23058,5,LatestAgencyD_01
23059,1,LatestAgencyD_01
23062,13,LatestAgencyD_01
23063,5,LatestAgencyD_01
23064,7,LatestAgencyD_01
23065,8,LatestAgencyD_01
23067,7,LatestAgencyD_01
23069,35,LatestAgencyD_01
23070,6,LatestAgencyD_01
23071,3,LatestAgencyD_01
23072,5,LatestAgencyD_01
23075,106,LatestAgencyD_01
23078,4,LatestAgencyD_01
23084,119,LatestAgencyD_01
23087,58,LatestAgencyD_01
23090,68,LatestAgencyD_01
23092,15,LatestAgencyD_01
23093,645,LatestAgencyD_01
23096,39,LatestAgencyD_01
23098,743,LatestAgencyD_01
23099,44,LatestAgencyD_01
23101,199,LatestAgencyD_01
23102,625,LatestAgencyD_01
23106,13,LatestAgencyD_01
23107,6,LatestAgencyD_01
23113,7,LatestAgencyD_01
23121,35,LatestAgencyD_01
23122,172,LatestAgencyD_01
23123,14,LatestAgencyD_01
23128,102,LatestAgencyD_01
23130,71,LatestAgencyD_01
23131,8,LatestAgencyD_01
23134,106,LatestAgencyD_01
23138,7,LatestAgencyD_01
23139,6,LatestAgencyD_01
23140,1,LatestAgencyD_01
23142,17,LatestAgencyD_01
23147,9,LatestAgencyD_01
23152,650,LatestAgencyD_01
23154,2,LatestAgencyD_01
23157,1,LatestAgencyD_01
23158,3,LatestAgencyD_01
23161,3,LatestAgencyD_01
23162,6,LatestAgencyD_01
23163,83,LatestAgencyD_01
23170,11,LatestAgencyD_01
23177,1,LatestAgencyD_01
23178,41,LatestAgencyD_01
23183,26,LatestAgencyD_01
23185,13,LatestAgencyD_01
23186,10,LatestAgencyD_01
23187,3,LatestAgencyD_01
23189,50,LatestAgencyD_01
23190,6,LatestAgencyD_01
23192,4,LatestAgencyD_01
23197,29,LatestAgencyD_01
23198,7,LatestAgencyD_01
23202,15,LatestAgencyD_01
23205,28,LatestAgencyD_01
23210,3748,LatestAgencyD_01
23211,32,LatestAgencyD_01
23213,26,LatestAgencyD_01
23214,22,LatestAgencyD_01
23215,1,LatestAgencyD_01
23220,3,LatestAgencyD_01
23225,5,LatestAgencyD_01
23229,3,LatestAgencyD_01
23230,6,LatestAgencyD_01
23231,17,LatestAgencyD_01
23234,4,LatestAgencyD_01
23235,167,LatestAgencyD_01
23239,10,LatestAgencyD_01
23244,1,LatestAgencyD_01
23245,11,LatestAgencyD_01
23246,28,LatestAgencyD_01
23247,22,LatestAgencyD_01
23250,5,LatestAgencyD_01
23251,2,LatestAgencyD_01
23257,3,LatestAgencyD_01
23263,19,LatestAgencyD_01
23265,31,LatestAgencyD_01
23266,109,LatestAgencyD_01
23268,41,LatestAgencyD_01
23269,49,LatestAgencyD_01
23270,46,LatestAgencyD_01
23273,3,LatestAgencyD_01
23274,8,LatestAgencyD_01
23277,12,LatestAgencyD_01
23278,1,LatestAgencyD_01
23279,54,LatestAgencyD_01
23282,565,LatestAgencyD_01
23283,18,LatestAgencyD_01
23284,89,LatestAgencyD_01
23285,37,LatestAgencyD_01
23286,4,LatestAgencyD_01
23287,11,LatestAgencyD_01
23290,20,LatestAgencyD_01
23291,17,LatestAgencyD_01
23293,15,LatestAgencyD_01
23294,2,LatestAgencyD_01
23295,5,LatestAgencyD_01
23296,1,LatestAgencyD_01
23299,1,LatestAgencyD_01
23300,442,LatestAgencyD_01
23301,12,LatestAgencyD_01
23302,6,LatestAgencyD_01
23303,55,LatestAgencyD_01
23305,20,LatestAgencyD_01
23306,10,LatestAgencyD_01
23307,22,LatestAgencyD_01
23310,7,LatestAgencyD_01
23311,22,LatestAgencyD_01
23317,2,LatestAgencyD_01
23319,8,LatestAgencyD_01
23320,48,LatestAgencyD_01
23321,1,LatestAgencyD_01
23322,33,LatestAgencyD_01
23323,12,LatestAgencyD_01
23324,13,LatestAgencyD_01
23325,9,LatestAgencyD_01
23326,305,LatestAgencyD_01
23327,26,LatestAgencyD_01
23329,83,LatestAgencyD_01
23331,150,LatestAgencyD_01
23333,1,LatestAgencyD_01
23335,9,LatestAgencyD_01
23336,4,LatestAgencyD_01
23337,21,LatestAgencyD_01
23344,22,LatestAgencyD_01
23345,4,LatestAgencyD_01
23346,15,LatestAgencyD_01
23347,2,LatestAgencyD_01
23348,6,LatestAgencyD_01
23349,7,LatestAgencyD_01
23352,13,LatestAgencyD_01
23357,2,LatestAgencyD_01
23361,8,LatestAgencyD_01
23364,4,LatestAgencyD_01
23365,12,LatestAgencyD_01
23367,966,LatestAgencyD_01
23368,9,LatestAgencyD_01
23372,11,LatestAgencyD_01
23374,401,LatestAgencyD_01
23375,6,LatestAgencyD_01
23377,9,LatestAgencyD_01
23379,1,LatestAgencyD_01
23380,9,LatestAgencyD_01
23381,11,LatestAgencyD_01
23383,2,LatestAgencyD_01
23387,6,LatestAgencyD_01
23388,9,LatestAgencyD_01
23390,14,LatestAgencyD_01
23391,1,LatestAgencyD_01
23396,26,LatestAgencyD_01
23397,24,LatestAgencyD_01
23398,5,LatestAgencyD_01
23399,15,LatestAgencyD_01
23400,38,LatestAgencyD_01
23401,1,LatestAgencyD_01
23402,2,LatestAgencyD_01
23405,7,LatestAgencyD_01
23406,66,LatestAgencyD_01
23408,1,LatestAgencyD_01
23413,4,LatestAgencyD_01
23414,48,LatestAgencyD_01
23415,24,LatestAgencyD_01
23417,11,LatestAgencyD_01
23418,5,LatestAgencyD_01
23420,33,LatestAgencyD_01
23421,68,LatestAgencyD_01
23424,1,LatestAgencyD_01
23431,75,LatestAgencyD_01
23432,6,LatestAgencyD_01
23434,8,LatestAgencyD_01
23436,20,LatestAgencyD_01
23437,2,LatestAgencyD_01
23438,6,LatestAgencyD_01
23439,4,LatestAgencyD_01
23440,32,LatestAgencyD_01
23442,14,LatestAgencyD_01
23443,6,LatestAgencyD_01
23445,2,LatestAgencyD_01
23447,4,LatestAgencyD_01
23450,13,LatestAgencyD_01
23451,22,LatestAgencyD_01
23452,16,LatestAgencyD_01
23453,71,LatestAgencyD_01
23454,216,LatestAgencyD_01
23457,1,LatestAgencyD_01
23459,19,LatestAgencyD_01
23460,8,LatestAgencyD_01
23461,1,LatestAgencyD_01
23463,3,LatestAgencyD_01
23464,2,LatestAgencyD_01
23466,10,LatestAgencyD_01
23467,157,LatestAgencyD_01
23469,1,LatestAgencyD_01
23472,17,LatestAgencyD_01
23475,5,LatestAgencyD_01
23478,15,LatestAgencyD_01
23479,17,LatestAgencyD_01
23480,31,LatestAgencyD_01
23483,29,LatestAgencyD_01
23485,8,LatestAgencyD_01
23487,430,LatestAgencyD_01
23488,4,LatestAgencyD_01
23489,1,LatestAgencyD_01
23490,12,LatestAgencyD_01
23491,20,LatestAgencyD_01
23492,7,LatestAgencyD_01
23493,9,LatestAgencyD_01
23494,6,LatestAgencyD_01
23495,14,LatestAgencyD_01
23496,19,LatestAgencyD_01
23497,257,LatestAgencyD_01
23499,6,LatestAgencyD_01
23501,7,LatestAgencyD_01
23505,42,LatestAgencyD_01
23506,1010,LatestAgencyD_01
23508,79,LatestAgencyD_01
23509,6,LatestAgencyD_01
23510,152,LatestAgencyD_01
23511,10,LatestAgencyD_01
23512,3,LatestAgencyD_01
23531,27,LatestAgencyD_01
23541,88,LatestAgencyD_01
23542,216,LatestAgencyD_01
23543,313,LatestAgencyD_01
23544,1,LatestAgencyD_01
23545,4,LatestAgencyD_01
23547,93,LatestAgencyD_01
23548,14,LatestAgencyD_01
23550,22,LatestAgencyD_01
23552,1791,LatestAgencyD_01
23554,15,LatestAgencyD_01
23556,3,LatestAgencyD_01
23558,88,LatestAgencyD_01
23560,64,LatestAgencyD_01
23561,490,LatestAgencyD_01
23563,1737,LatestAgencyD_01
23565,9,LatestAgencyD_01
23567,290,LatestAgencyD_01
23569,271,LatestAgencyD_01
23570,20,LatestAgencyD_01
23571,19,LatestAgencyD_01
23572,11,LatestAgencyD_01
23573,1,LatestAgencyD_01
23575,3,LatestAgencyD_01
23576,3,LatestAgencyD_01
23580,19,LatestAgencyD_01
23583,4,LatestAgencyD_01
23584,92,LatestAgencyD_01
23585,1,LatestAgencyD_01
23586,30,LatestAgencyD_01
23587,2,LatestAgencyD_01
23588,2,LatestAgencyD_01
23589,117,LatestAgencyD_01
23591,4,LatestAgencyD_01
23592,9,LatestAgencyD_01
23594,83,LatestAgencyD_01
23595,31,LatestAgencyD_01
23596,33,LatestAgencyD_01
23597,1344,LatestAgencyD_01
23598,19,LatestAgencyD_01
23599,600,LatestAgencyD_01
23601,3,LatestAgencyD_01
23602,1,LatestAgencyD_01
23603,22,LatestAgencyD_01
23607,10,LatestAgencyD_01
23608,1,LatestAgencyD_01
23610,41,LatestAgencyD_01
23615,102,LatestAgencyD_01
23618,2,LatestAgencyD_01
23619,104,LatestAgencyD_01
23622,3,LatestAgencyD_01
23623,33,LatestAgencyD_01
23624,3,LatestAgencyD_01
23625,209,LatestAgencyD_01
23627,6,LatestAgencyD_01
23630,4,LatestAgencyD_01
23632,35,LatestAgencyD_01
23634,49,LatestAgencyD_01
23635,57,LatestAgencyD_01
23636,52,LatestAgencyD_01
23637,54,LatestAgencyD_01
23641,1,LatestAgencyD_01
23644,74,LatestAgencyD_01
23648,6,LatestAgencyD_01
23649,17,LatestAgencyD_01
23652,45,LatestAgencyD_01
23654,1,LatestAgencyD_01
23655,432,LatestAgencyD_01
23657,4,LatestAgencyD_01
23658,47,LatestAgencyD_01
23659,382,LatestAgencyD_01
23660,131,LatestAgencyD_01
23662,329,LatestAgencyD_01
23663,8,LatestAgencyD_01
23664,286,LatestAgencyD_01
23666,4,LatestAgencyD_01
23667,401,LatestAgencyD_01
23668,115,LatestAgencyD_01
23669,42,LatestAgencyD_01
23672,36,LatestAgencyD_01
23673,3,LatestAgencyD_01
23680,1,LatestAgencyD_01
23681,1,LatestAgencyD_01
23682,34,LatestAgencyD_01
23685,246,LatestAgencyD_01
23686,2,LatestAgencyD_01
23687,57,LatestAgencyD_01
23688,1,LatestAgencyD_01
23690,66,LatestAgencyD_01
23692,25,LatestAgencyD_01
23695,7,LatestAgencyD_01
23696,8,LatestAgencyD_01
23697,1,LatestAgencyD_01
23699,117,LatestAgencyD_01
23700,219,LatestAgencyD_01
23702,106,LatestAgencyD_01
23703,50,LatestAgencyD_01
23704,142,LatestAgencyD_01
23708,102,LatestAgencyD_01
23709,263,LatestAgencyD_01
23711,19,LatestAgencyD_01
23713,785,LatestAgencyD_01
23715,8,LatestAgencyD_01
23718,8,LatestAgencyD_01
23720,30,LatestAgencyD_01
23727,85,LatestAgencyD_01
23728,7,LatestAgencyD_01
23730,17,LatestAgencyD_01
23733,13,LatestAgencyD_01
23734,3,LatestAgencyD_01
23739,269,LatestAgencyD_01
23740,247,LatestAgencyD_01
23742,63,LatestAgencyD_01
23743,2,LatestAgencyD_01
23745,11,LatestAgencyD_01
23748,10,LatestAgencyD_01
23751,1451,LatestAgencyD_01
23752,862,LatestAgencyD_01
23753,51,LatestAgencyD_01
23754,58,LatestAgencyD_01
23755,330,LatestAgencyD_01
23757,97,LatestAgencyD_01
23758,1,LatestAgencyD_01
23760,17,LatestAgencyD_01
23762,11,LatestAgencyD_01
23766,462,LatestAgencyD_01
23769,337,LatestAgencyD_01
23772,211,LatestAgencyD_01
23773,32,LatestAgencyD_01
23775,3593,LatestAgencyD_01
23776,399,LatestAgencyD_01
23777,11,LatestAgencyD_01
23782,435,LatestAgencyD_01
23784,11,LatestAgencyD_01
23788,82,LatestAgencyD_01
23795,7,LatestAgencyD_01
23796,269,LatestAgencyD_01
23798,49,LatestAgencyD_01
23799,71,LatestAgencyD_01
23800,3,LatestAgencyD_01
23801,888,LatestAgencyD_01
23802,15,LatestAgencyD_01
23803,186,LatestAgencyD_01
23804,18,LatestAgencyD_01
23808,5,LatestAgencyD_01
23816,61,LatestAgencyD_01
23819,2,LatestAgencyD_01
23823,1,LatestAgencyD_01
23825,2,LatestAgencyD_01
23826,13,LatestAgencyD_01
23827,11,LatestAgencyD_01
23829,4,LatestAgencyD_01
23831,2,LatestAgencyD_01
23836,22,LatestAgencyD_01
23838,2,LatestAgencyD_01
23839,4,LatestAgencyD_01
23844,673,LatestAgencyD_01
23846,9,LatestAgencyD_01
23847,6,LatestAgencyD_01
23857,12,LatestAgencyD_01
23859,1,LatestAgencyD_01
23862,19,LatestAgencyD_01
23864,1,LatestAgencyD_01
23867,188,LatestAgencyD_01
23869,8,LatestAgencyD_01
23870,86,LatestAgencyD_01
23871,27,LatestAgencyD_01
23875,172,LatestAgencyD_01
23877,2,LatestAgencyD_01
23882,102,LatestAgencyD_01
23886,22,LatestAgencyD_01
23887,1193,LatestAgencyD_01
23890,11,LatestAgencyD_01
23891,1,LatestAgencyD_01
23903,53,LatestAgencyD_01
23908,54,LatestAgencyD_01
23909,14,LatestAgencyD_01
23912,4,LatestAgencyD_01
23913,554,LatestAgencyD_01
23915,74,LatestAgencyD_01
23916,13,LatestAgencyD_01
23918,10,LatestAgencyD_01
23924,114,LatestAgencyD_01
23926,2,LatestAgencyD_01
23927,6,LatestAgencyD_01
23929,220,LatestAgencyD_01
23930,24,LatestAgencyD_01
23931,19,LatestAgencyD_01
23932,21,LatestAgencyD_01
23933,12,LatestAgencyD_01
23934,2346,LatestAgencyD_01
23935,16,LatestAgencyD_01
23936,59,LatestAgencyD_01
23937,4,LatestAgencyD_01
23938,306,LatestAgencyD_01
23940,185,LatestAgencyD_01
23941,14,LatestAgencyD_01
23942,1,LatestAgencyD_01
23943,6,LatestAgencyD_01
23944,14,LatestAgencyD_01
23945,16,LatestAgencyD_01
23946,20,LatestAgencyD_01
23947,21,LatestAgencyD_01
23948,4,LatestAgencyD_01
23949,14,LatestAgencyD_01
23950,6,LatestAgencyD_01
23951,19,LatestAgencyD_01
23952,19,LatestAgencyD_01
23953,8,LatestAgencyD_01
23954,22,LatestAgencyD_01
23955,10,LatestAgencyD_01
23956,153,LatestAgencyD_01
23961,1112,LatestAgencyD_01
23962,1029,LatestAgencyD_01
23964,2,LatestAgencyD_01
23966,6,LatestAgencyD_01
23967,47,LatestAgencyD_01
23972,3,LatestAgencyD_01
23977,5,LatestAgencyD_01
23978,76,LatestAgencyD_01
23981,2,LatestAgencyD_01
23982,4,LatestAgencyD_01
23984,2,LatestAgencyD_01
23985,52,LatestAgencyD_01
23986,76,LatestAgencyD_01
23987,1,LatestAgencyD_01
23990,276,LatestAgencyD_01
23991,8,LatestAgencyD_01
23992,4,LatestAgencyD_01
23993,1045,LatestAgencyD_01
23996,420,LatestAgencyD_01
23997,711,LatestAgencyD_01
23999,64,LatestAgencyD_01
24001,13,LatestAgencyD_01
24007,1,LatestAgencyD_01
24008,720,LatestAgencyD_01
24009,60,LatestAgencyD_01
24012,2,LatestAgencyD_01
24013,738,LatestAgencyD_01
24022,60,LatestAgencyD_01
24024,316,LatestAgencyD_01
24025,44,LatestAgencyD_01
24030,14,LatestAgencyD_01
24032,31,LatestAgencyD_01
24033,352,LatestAgencyD_01
24035,19,LatestAgencyD_01
24036,15,LatestAgencyD_01
24040,42,LatestAgencyD_01
24041,2,LatestAgencyD_01
24043,118,LatestAgencyD_01
24048,80,LatestAgencyD_01
24051,59,LatestAgencyD_01
24052,2,LatestAgencyD_01
24055,16,LatestAgencyD_01
24057,2,LatestAgencyD_01
24058,9,LatestAgencyD_01
24059,1,LatestAgencyD_01
24061,9,LatestAgencyD_01
24062,12,LatestAgencyD_01
24063,14,LatestAgencyD_01
24064,33,LatestAgencyD_01
24066,3,LatestAgencyD_01
24067,161,LatestAgencyD_01
24068,2,LatestAgencyD_01
24069,249,LatestAgencyD_01
24070,97,LatestAgencyD_01
24071,55,LatestAgencyD_01
24073,288,LatestAgencyD_01
24074,8,LatestAgencyD_01
24076,11,LatestAgencyD_01
24080,1,LatestAgencyD_01
24081,3,LatestAgencyD_01
24083,2,LatestAgencyD_01
24084,15,LatestAgencyD_01
24087,7,LatestAgencyD_01
24089,691,LatestAgencyD_01
24091,11,LatestAgencyD_01
24096,35,LatestAgencyD_01
24099,7,LatestAgencyD_01
24101,63,LatestAgencyD_01
24103,5,LatestAgencyD_01
24104,2,LatestAgencyD_01
24105,3,LatestAgencyD_01
24106,26,LatestAgencyD_01
24108,11,LatestAgencyD_01
24109,1,LatestAgencyD_01
24111,10,LatestAgencyD_01
24112,8,LatestAgencyD_01
24114,4,LatestAgencyD_01
24116,663,LatestAgencyD_01
24119,24,LatestAgencyD_01
24120,27,LatestAgencyD_01
24121,223,LatestAgencyD_01
24122,17,LatestAgencyD_01
24123,2,LatestAgencyD_01
24124,63,LatestAgencyD_01
24126,2,LatestAgencyD_01
24127,15,LatestAgencyD_01
24131,35,LatestAgencyD_01
24132,14,LatestAgencyD_01
24134,97,LatestAgencyD_01
24138,10,LatestAgencyD_01
24139,125,LatestAgencyD_01
24141,106,LatestAgencyD_01
24142,20,LatestAgencyD_01
24144,569,LatestAgencyD_01
24145,1992,LatestAgencyD_01
24150,508,LatestAgencyD_01
24153,15,LatestAgencyD_01
24157,38,LatestAgencyD_01
24159,2,LatestAgencyD_01
24161,1,LatestAgencyD_01
24162,1,LatestAgencyD_01
24163,66,LatestAgencyD_01
24167,89,LatestAgencyD_01
24168,18,LatestAgencyD_01
24174,7,LatestAgencyD_01
24177,17,LatestAgencyD_01
